"[2, 3, 17, 25, 27, 30]","['重号数: 1', '热号命中: 3', '和值: 104', 'AC值: 10', '奇偶比: 4:2', '大小比: 4:2', '012分布: (3, 1, 2)', '样本分析-均值-方差-标准差: (17, 151, 12)']"
"[2, 15, 16, 19, 24, 26]","['重号数: 1', '热号命中: 3', '和值: 102', 'AC值: 10', '奇偶比: 2:4', '大小比: 3:3', '012分布: (2, 2, 2)', '样本分析-均值-方差-标准差: (17, 73, 9)']"
"[4, 5, 12, 19, 24, 26]","['重号数: 1', '热号命中: 4', '和值: 90', 'AC值: 7', '奇偶比: 2:4', '大小比: 3:3', '012分布: (2, 2, 2)', '样本分析-均值-方差-标准差: (15, 90, 9)']"
"[4, 5, 7, 14, 22, 24]","['重号数: 0', '热号命中: 4', '和值: 76', 'AC值: 7', '奇偶比: 2:4', '大小比: 2:4', '012分布: (1, 3, 2)', '样本分析-均值-方差-标准差: (13, 77, 9)']"
"[1, 3, 14, 20, 24, 32]","['重号数: 0', '热号命中: 3', '和值: 94', 'AC值: 10', '奇偶比: 2:4', '大小比: 3:3', '012分布: (2, 1, 3)', '样本分析-均值-方差-标准差: (16, 147, 12)']"
"[4, 8, 10, 11, 24, 27]","['重号数: 1', '热号命中: 4', '和值: 84', 'AC值: 8', '奇偶比: 2:4', '大小比: 2:4', '012分布: (2, 2, 2)', '样本分析-均值-方差-标准差: (14, 86, 9)']"
"[2, 4, 15, 20, 21, 32]","['重号数: 1', '热号命中: 3', '和值: 94', 'AC值: 8', '奇偶比: 2:4', '大小比: 3:3', '012分布: (2, 1, 3)', '样本分析-均值-方差-标准差: (16, 127, 11)']"
"[2, 7, 22, 27, 31, 32]","['重号数: 1', '热号命中: 2', '和值: 121', 'AC值: 6', '奇偶比: 3:3', '大小比: 4:2', '012分布: (1, 3, 2)', '样本分析-均值-方差-标准差: (20, 162, 13)']"
"[3, 11, 16, 24, 26, 30]","['重号数: 1', '热号命中: 3', '和值: 110', 'AC值: 8', '奇偶比: 2:4', '大小比: 3:3', '012分布: (3, 1, 2)', '样本分析-均值-方差-标准差: (18, 104, 10)']"
"[5, 7, 12, 21, 24, 26]","['重号数: 1', '热号命中: 3', '和值: 95', 'AC值: 6', '奇偶比: 3:3', '大小比: 3:3', '012分布: (3, 1, 2)', '样本分析-均值-方差-标准差: (16, 81, 9)']"
"[4, 15, 20, 21, 26, 32]","['重号数: 0', '热号命中: 2', '和值: 118', 'AC值: 4', '奇偶比: 2:4', '大小比: 4:2', '012分布: (2, 1, 3)', '样本分析-均值-方差-标准差: (20, 92, 10)']"
"[5, 15, 16, 19, 24, 31]","['重号数: 0', '热号命中: 3', '和值: 110', 'AC值: 10', '奇偶比: 4:2', '大小比: 3:3', '012分布: (2, 3, 1)', '样本分析-均值-方差-标准差: (18, 77, 9)']"
"[1, 6, 7, 14, 25, 30]","['重号数: 1', '热号命中: 2', '和值: 83', 'AC值: 8', '奇偶比: 3:3', '大小比: 2:4', '012分布: (2, 3, 1)', '样本分析-均值-方差-标准差: (14, 132, 11)']"
"[5, 8, 15, 19, 20, 24]","['重号数: 0', '热号命中: 4', '和值: 91', 'AC值: 8', '奇偶比: 3:3', '大小比: 3:3', '012分布: (2, 1, 3)', '样本分析-均值-方差-标准差: (15, 54, 7)']"
"[4, 5, 9, 16, 17, 31]","['重号数: 0', '热号命中: 3', '和值: 82', 'AC值: 8', '奇偶比: 4:2', '大小比: 2:4', '012分布: (1, 3, 2)', '样本分析-均值-方差-标准差: (14, 101, 10)']"
"[1, 5, 11, 15, 22, 25]","['重号数: 1', '热号命中: 4', '和值: 79', 'AC值: 6', '奇偶比: 5:1', '大小比: 2:4', '012分布: (1, 3, 2)', '样本分析-均值-方差-标准差: (13, 88, 9)']"
"[3, 8, 10, 16, 27, 32]","['重号数: 0', '热号命中: 3', '和值: 96', 'AC值: 8', '奇偶比: 2:4', '大小比: 2:4', '012分布: (2, 2, 2)', '样本分析-均值-方差-标准差: (16, 129, 11)']"
"[1, 5, 12, 14, 20, 24]","['重号数: 1', '热号命中: 4', '和值: 76', 'AC值: 8', '奇偶比: 2:4', '大小比: 2:4', '012分布: (2, 1, 3)', '样本分析-均值-方差-标准差: (13, 76, 9)']"
"[1, 13, 15, 20, 25, 30]","['重号数: 1', '热号命中: 4', '和值: 104', 'AC值: 6', '奇偶比: 4:2', '大小比: 3:3', '012分布: (2, 3, 1)', '样本分析-均值-方差-标准差: (17, 103, 10)']"
"[4, 5, 20, 22, 25, 30]","['重号数: 0', '热号命中: 4', '和值: 106', 'AC值: 9', '奇偶比: 2:4', '大小比: 4:2', '012分布: (1, 3, 2)', '样本分析-均值-方差-标准差: (18, 115, 11)']"
"[4, 5, 12, 25, 30, 32]","['重号数: 1', '热号命中: 4', '和值: 108', 'AC值: 8', '奇偶比: 2:4', '大小比: 3:3', '012分布: (2, 2, 2)', '样本分析-均值-方差-标准差: (18, 158, 13)']"
"[5, 7, 8, 15, 19, 27]","['重号数: 0', '热号命中: 3', '和值: 81', 'AC值: 8', '奇偶比: 5:1', '大小比: 2:4', '012分布: (2, 2, 2)', '样本分析-均值-方差-标准差: (14, 72, 8)']"
"[1, 4, 6, 10, 21, 27]","['重号数: 1', '热号命中: 3', '和值: 69', 'AC值: 8', '奇偶比: 3:3', '大小比: 2:4', '012分布: (3, 3, 0)', '样本分析-均值-方差-标准差: (12, 106, 10)']"
"[2, 7, 14, 24, 27, 32]","['重号数: 1', '热号命中: 2', '和值: 106', 'AC值: 8', '奇偶比: 2:4', '大小比: 3:3', '012分布: (2, 1, 3)', '样本分析-均值-方差-标准差: (18, 141, 12)']"
"[2, 15, 16, 20, 22, 27]","['重号数: 1', '热号命中: 3', '和值: 102', 'AC值: 8', '奇偶比: 2:4', '大小比: 3:3', '012分布: (2, 2, 2)', '样本分析-均值-方差-标准差: (17, 73, 9)']"
"[1, 2, 7, 16, 24, 27]","['重号数: 1', '热号命中: 3', '和值: 77', 'AC值: 10', '奇偶比: 3:3', '大小比: 2:4', '012分布: (2, 3, 1)', '样本分析-均值-方差-标准差: (13, 125, 11)']"
"[5, 7, 10, 15, 24, 29]","['重号数: 0', '热号命中: 4', '和值: 90', 'AC值: 6', '奇偶比: 4:2', '大小比: 2:4', '012分布: (2, 2, 2)', '样本分析-均值-方差-标准差: (15, 93, 10)']"
"[2, 7, 10, 17, 27, 30]","['重号数: 1', '热号命中: 3', '和值: 93', 'AC值: 7', '奇偶比: 3:3', '大小比: 3:3', '012分布: (2, 2, 2)', '样本分析-均值-方差-标准差: (16, 126, 11)']"
"[8, 10, 12, 21, 26, 30]","['重号数: 1', '热号命中: 4', '和值: 107', 'AC值: 6', '奇偶比: 1:5', '大小比: 3:3', '012分布: (3, 1, 2)', '样本分析-均值-方差-标准差: (18, 83, 9)']"
"[2, 7, 15, 19, 22, 30]","['重号数: 1', '热号命中: 4', '和值: 95', 'AC值: 8', '奇偶比: 3:3', '大小比: 3:3', '012分布: (2, 3, 1)', '样本分析-均值-方差-标准差: (16, 104, 10)']"
"[12, 14, 17, 19, 26, 30]","['重号数: 1', '热号命中: 2', '和值: 118', 'AC值: 7', '奇偶比: 2:4', '大小比: 4:2', '012分布: (2, 1, 3)', '样本分析-均值-方差-标准差: (20, 49, 7)']"
"[4, 10, 12, 16, 20, 29]","['重号数: 1', '热号命中: 3', '和值: 91', 'AC值: 7', '奇偶比: 1:5', '大小比: 2:4', '012分布: (1, 3, 2)', '样本分析-均值-方差-标准差: (15, 75, 9)']"
"[9, 12, 14, 15, 19, 21]","['重号数: 1', '热号命中: 3', '和值: 90', 'AC值: 5', '奇偶比: 4:2', '大小比: 2:4', '012分布: (4, 1, 1)', '样本分析-均值-方差-标准差: (15, 20, 4)']"
"[1, 5, 8, 15, 21, 27]","['重号数: 0', '热号命中: 4', '和值: 77', 'AC值: 8', '奇偶比: 5:1', '大小比: 2:4', '012分布: (3, 1, 2)', '样本分析-均值-方差-标准差: (13, 99, 10)']"
"[1, 7, 10, 12, 17, 26]","['重号数: 1', '热号命中: 3', '和值: 73', 'AC值: 7', '奇偶比: 3:3', '大小比: 2:4', '012分布: (1, 3, 2)', '样本分析-均值-方差-标准差: (12, 74, 9)']"
"[3, 6, 17, 21, 24, 25]","['重号数: 1', '热号命中: 2', '和值: 96', 'AC值: 7', '奇偶比: 4:2', '大小比: 4:2', '012分布: (4, 1, 1)', '样本分析-均值-方差-标准差: (16, 88, 9)']"
"[1, 6, 8, 14, 26, 27]","['重号数: 1', '热号命中: 2', '和值: 82', 'AC值: 9', '奇偶比: 2:4', '大小比: 2:4', '012分布: (2, 1, 3)', '样本分析-均值-方差-标准差: (14, 116, 11)']"
"[7, 10, 12, 14, 31, 32]","['重号数: 1', '热号命中: 2', '和值: 106', 'AC值: 9', '奇偶比: 2:4', '大小比: 2:4', '012分布: (1, 3, 2)', '样本分析-均值-方差-标准差: (18, 120, 11)']"
"[4, 5, 15, 21, 26, 31]","['重号数: 0', '热号命中: 3', '和值: 102', 'AC值: 6', '奇偶比: 4:2', '大小比: 3:3', '012分布: (2, 2, 2)', '样本分析-均值-方差-标准差: (17, 122, 11)']"
"[4, 8, 12, 20, 24, 31]","['重号数: 1', '热号命中: 4', '和值: 99', 'AC值: 5', '奇偶比: 1:5', '大小比: 3:3', '012分布: (2, 2, 2)', '样本分析-均值-方差-标准差: (16, 106, 10)']"
"[1, 5, 16, 21, 22, 33]","['重号数: 1', '热号命中: 4', '和值: 98', 'AC值: 8', '奇偶比: 4:2', '大小比: 3:3', '012分布: (2, 3, 1)', '样本分析-均值-方差-标准差: (16, 139, 12)']"
"[1, 2, 7, 15, 17, 25]","['重号数: 1', '热号命中: 3', '和值: 67', 'AC值: 8', '奇偶比: 5:1', '大小比: 2:4', '012分布: (1, 3, 2)', '样本分析-均值-方差-标准差: (11, 89, 9)']"
"[1, 8, 16, 24, 25, 30]","['重号数: 0', '热号命中: 4', '和值: 104', 'AC值: 9', '奇偶比: 2:4', '大小比: 3:3', '012分布: (2, 3, 1)', '样本分析-均值-方差-标准差: (17, 124, 11)']"
"[1, 4, 12, 20, 24, 31]","['重号数: 1', '热号命中: 4', '和值: 92', 'AC值: 7', '奇偶比: 2:4', '大小比: 3:3', '012分布: (2, 3, 1)', '样本分析-均值-方差-标准差: (15, 137, 12)']"
"[1, 13, 24, 26, 27, 32]","['重号数: 1', '热号命中: 3', '和值: 123', 'AC值: 10', '奇偶比: 3:3', '大小比: 4:2', '012分布: (2, 2, 2)', '样本分析-均值-方差-标准差: (20, 131, 11)']"
"[9, 10, 17, 20, 21, 27]","['重号数: 0', '热号命中: 2', '和值: 104', 'AC值: 6', '奇偶比: 4:2', '大小比: 4:2', '012分布: (3, 1, 2)', '样本分析-均值-方差-标准差: (17, 47, 7)']"
"[1, 4, 5, 12, 20, 27]","['重号数: 1', '热号命中: 4', '和值: 69', 'AC值: 7', '奇偶比: 3:3', '大小比: 2:4', '012分布: (2, 2, 2)', '样本分析-均值-方差-标准差: (12, 104, 10)']"
"[6, 7, 9, 26, 31, 32]","['重号数: 1', '热号命中: 1', '和值: 111', 'AC值: 8', '奇偶比: 3:3', '大小比: 3:3', '012分布: (2, 2, 2)', '样本分析-均值-方差-标准差: (18, 155, 12)']"
"[1, 5, 6, 15, 17, 29]","['重号数: 1', '热号命中: 3', '和值: 73', 'AC值: 8', '奇偶比: 5:1', '大小比: 2:4', '012分布: (2, 1, 3)', '样本分析-均值-方差-标准差: (12, 106, 10)']"
"[2, 9, 14, 21, 25, 26]","['重号数: 1', '热号命中: 2', '和值: 97', 'AC值: 6', '奇偶比: 3:3', '大小比: 3:3', '012分布: (2, 1, 3)', '样本分析-均值-方差-标准差: (16, 91, 10)']"
"[7, 8, 10, 12, 17, 27]","['重号数: 1', '热号命中: 3', '和值: 81', 'AC值: 7', '奇偶比: 3:3', '大小比: 2:4', '012分布: (2, 2, 2)', '样本分析-均值-方差-标准差: (14, 56, 8)']"
"[5, 7, 12, 22, 25, 26]","['重号数: 1', '热号命中: 3', '和值: 97', 'AC值: 10', '奇偶比: 3:3', '大小比: 3:3', '012分布: (1, 3, 2)', '样本分析-均值-方差-标准差: (16, 87, 9)']"
"[6, 16, 17, 20, 22, 30]","['重号数: 1', '热号命中: 2', '和值: 111', 'AC值: 8', '奇偶比: 1:5', '大小比: 4:2', '012分布: (2, 2, 2)', '样本分析-均值-方差-标准差: (18, 62, 8)']"
"[4, 5, 16, 21, 25, 27]","['重号数: 0', '热号命中: 2', '和值: 98', 'AC值: 9', '奇偶比: 4:2', '大小比: 3:3', '012分布: (2, 3, 1)', '样本分析-均值-方差-标准差: (16, 98, 10)']"
"[5, 7, 10, 16, 27, 30]","['重号数: 0', '热号命中: 3', '和值: 95', 'AC值: 7', '奇偶比: 3:3', '大小比: 2:4', '012分布: (2, 3, 1)', '样本分析-均值-方差-标准差: (16, 111, 11)']"
"[1, 2, 10, 21, 24, 29]","['重号数: 1', '热号命中: 4', '和值: 87', 'AC值: 8', '奇偶比: 3:3', '大小比: 3:3', '012分布: (2, 2, 2)', '样本分析-均值-方差-标准差: (14, 140, 12)']"
"[5, 15, 21, 22, 27, 33]","['重号数: 1', '热号命中: 4', '和值: 123', 'AC值: 7', '奇偶比: 5:1', '大小比: 4:2', '012分布: (4, 1, 1)', '样本分析-均值-方差-标准差: (20, 94, 10)']"
"[1, 14, 16, 17, 30, 31]","['重号数: 0', '热号命中: 2', '和值: 109', 'AC值: 5', '奇偶比: 3:3', '大小比: 3:3', '012分布: (1, 3, 2)', '样本分析-均值-方差-标准差: (18, 125, 11)']"
"[8, 12, 17, 22, 27, 32]","['重号数: 1', '热号命中: 3', '和值: 118', 'AC值: 4', '奇偶比: 2:4', '大小比: 4:2', '012分布: (2, 1, 3)', '样本分析-均值-方差-标准差: (20, 83, 9)']"
"[6, 10, 21, 26, 30, 32]","['重号数: 1', '热号命中: 2', '和值: 125', 'AC值: 7', '奇偶比: 1:5', '大小比: 4:2', '012分布: (3, 1, 2)', '样本分析-均值-方差-标准差: (21, 115, 11)']"
"[3, 6, 9, 10, 24, 26]","['重号数: 1', '热号命中: 4', '和值: 78', 'AC值: 9', '奇偶比: 2:4', '大小比: 2:4', '012分布: (4, 1, 1)', '样本分析-均值-方差-标准差: (13, 93, 10)']"
"[4, 10, 19, 21, 24, 32]","['重号数: 0', '热号命中: 3', '和值: 110', 'AC值: 9', '奇偶比: 2:4', '大小比: 4:2', '012分布: (2, 3, 1)', '样本分析-均值-方差-标准差: (18, 100, 10)']"
"[1, 2, 21, 27, 29, 31]","['重号数: 1', '热号命中: 2', '和值: 111', 'AC值: 9', '奇偶比: 5:1', '大小比: 4:2', '012分布: (2, 2, 2)', '样本分析-均值-方差-标准差: (18, 185, 14)']"
"[5, 11, 21, 22, 24, 25]","['重号数: 1', '热号命中: 3', '和值: 108', 'AC值: 8', '奇偶比: 4:2', '大小比: 4:2', '012分布: (2, 2, 2)', '样本分析-均值-方差-标准差: (18, 66, 8)']"
"[1, 3, 14, 26, 27, 33]","['重号数: 1', '热号命中: 3', '和值: 104', 'AC值: 9', '奇偶比: 4:2', '大小比: 3:3', '012分布: (3, 1, 2)', '样本分析-均值-方差-标准差: (17, 179, 13)']"
"[2, 15, 19, 22, 24, 26]","['重号数: 1', '热号命中: 4', '和值: 108', 'AC值: 7', '奇偶比: 2:4', '大小比: 4:2', '012分布: (2, 2, 2)', '样本分析-均值-方差-标准差: (18, 76, 9)']"
"[1, 15, 17, 25, 31, 32]","['重号数: 0', '热号命中: 2', '和值: 121', 'AC值: 8', '奇偶比: 5:1', '大小比: 4:2', '012分布: (1, 3, 2)', '样本分析-均值-方差-标准差: (20, 137, 12)']"
"[5, 10, 17, 27, 30, 33]","['重号数: 1', '热号命中: 4', '和值: 122', 'AC值: 9', '奇偶比: 4:2', '大小比: 4:2', '012分布: (3, 1, 2)', '样本分析-均值-方差-标准差: (20, 130, 11)']"
"[3, 6, 8, 14, 24, 25]","['重号数: 1', '热号命中: 3', '和值: 80', 'AC值: 9', '奇偶比: 2:4', '大小比: 2:4', '012分布: (3, 1, 2)', '样本分析-均值-方差-标准差: (13, 88, 9)']"
"[4, 5, 10, 16, 21, 24]","['重号数: 0', '热号命中: 4', '和值: 80', 'AC值: 7', '奇偶比: 2:4', '大小比: 2:4', '012分布: (2, 3, 1)', '样本分析-均值-方差-标准差: (13, 69, 8)']"
